OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,YearCollected,MonthCollected,DayCollected,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,Measure,ResultSampleFractionText,Result,Unit,Unit_full,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600012,Sample-Routine,Water,Surface Water,1976,3,18,3/18/76,10:25:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006844,,,Ammonia and ammonium,Total,0.04,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600012,Sample-Routine,Water,Surface Water,1976,3,18,3/18/76,10:25:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006845,,,Nitrite,Total,0.01,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600012,Sample-Routine,Water,Surface Water,1976,3,18,3/18/76,10:25:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006846,,,Nitrate,Total,0.11,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600012,Sample-Routine,Water,Surface Water,1976,3,18,3/18/76,10:25:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006847,,,Kjeldahl nitrogen,Total,0.62,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600012,Sample-Routine,Water,Surface Water,1976,3,18,3/18/76,10:25:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006848,,,Inorganic nitrogen (nitrate and nitrite),Total,0.12,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600012,Sample-Routine,Water,Surface Water,1976,3,18,3/18/76,10:25:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006849,,,Phosphorus,Total,0.12,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600012,Sample-Routine,Water,Surface Water,1976,3,18,3/18/76,10:25:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006869,,,Ammonia and ammonium,Total,0.052,mg/l NH4,mg/l NH4,,Historical,,Actual,,,,,,,,,,,71845,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600012,Sample-Routine,Water,Surface Water,1976,3,18,3/18/76,10:25:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006870,,,Nitrate,Total,2.1,mg/l asNO3,mg/l asNO3,,Historical,,Actual,,,,,,,,,,,71850,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600012,Sample-Routine,Water,Surface Water,1976,3,18,3/18/76,10:25:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006871,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,3.3,mg/l NO3,mg/l NO3,,Historical,,Actual,,,,,,,,,,,71887,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600034,Sample-Routine,Water,Surface Water,1976,8,24,8/24/76,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007664,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,0.92,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600034,Sample-Routine,Water,Surface Water,1976,8,24,8/24/76,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007665,,,Nitrate,Total,4.1,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600034,Sample-Routine,Water,Surface Water,1976,8,24,8/24/76,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007666,,,Kjeldahl nitrogen,Total,0.6,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600034,Sample-Routine,Water,Surface Water,1976,8,24,8/24/76,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007667,,,Inorganic nitrogen (nitrate and nitrite),Total,0.32,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600034,Sample-Routine,Water,Surface Water,1976,8,24,8/24/76,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007668,,,Phosphorus,Total,0.09,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600034,Sample-Routine,Water,Surface Water,1976,8,24,8/24/76,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007686,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,4.1,mg/l NO3,mg/l NO3,,Historical,,Actual,,,,,,,,,,,71887,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600029,Sample-Routine,Water,Surface Water,1976,3,18,3/18/76,11:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007418,,,Nitrite,Total,0.01,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600029,Sample-Routine,Water,Surface Water,1976,3,18,3/18/76,11:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007419,,,Nitrate,Total,0.12,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600029,Sample-Routine,Water,Surface Water,1976,3,18,3/18/76,11:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007420,,,Inorganic nitrogen (nitrate and nitrite),Total,0.13,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600029,Sample-Routine,Water,Surface Water,1976,3,18,3/18/76,11:20:00,CST,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007421,,,Phosphorus,Total,0.09,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600031,Sample-Routine,Water,Surface Water,1976,5,11,5/11/76,12:55:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007531,,,Nitrite,Total,0.02,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600031,Sample-Routine,Water,Surface Water,1976,5,11,5/11/76,12:55:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007532,,,Nitrate,Total,0.41,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600031,Sample-Routine,Water,Surface Water,1976,5,11,5/11/76,12:55:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007533,,,Inorganic nitrogen (nitrate and nitrite),Total,0.43,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600031,Sample-Routine,Water,Surface Water,1976,5,11,5/11/76,12:55:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007534,,,Phosphorus,Total,0.14,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700023,Sample-Routine,Water,Surface Water,1976,10,15,10/15/76,14:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113065,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700023,Sample-Routine,Water,Surface Water,1976,10,15,10/15/76,14:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113066,,,Kjeldahl nitrogen,Total,0.64,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700023,Sample-Routine,Water,Surface Water,1976,10,15,10/15/76,14:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113067,,,Inorganic nitrogen (nitrate and nitrite),Total,0.37,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700023,Sample-Routine,Water,Surface Water,1976,10,15,10/15/76,14:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113068,,,Phosphorus,Total,0.08,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97700023,Sample-Routine,Water,Surface Water,1976,10,15,10/15/76,14:00:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11113118,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,4.5,mg/l NO3,mg/l NO3,,Historical,,Actual,,,,,,,,,,,71887,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600010,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,16:50:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006803,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,0.72,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600010,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,16:50:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006804,,,Organic Nitrogen,Total,0.39,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,605,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600010,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,16:50:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006805,,,Ammonia and ammonium,Total,0.06,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600010,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,16:50:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006806,,,Nitrite,Total,0.01,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600010,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,16:50:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006807,,,Nitrate,Total,0.26,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600010,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,16:50:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006808,,,Kjeldahl nitrogen,Total,0.45,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600010,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,16:50:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006809,,,Inorganic nitrogen (nitrate and nitrite),Total,0.27,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600010,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,16:50:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006810,,,Phosphorus,Total,0.11,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600010,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,16:50:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006815,,,Ammonia and ammonium,Total,0.077,mg/l NH4,mg/l NH4,,Historical,,Actual,,,,,,,,,,,71845,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600010,Sample-Routine,Water,Surface Water,1976,2,25,2/25/76,16:50:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006816,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,3.2,mg/l NO3,mg/l NO3,,Historical,,Actual,,,,,,,,,,,71887,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600032,Sample-Routine,Water,Surface Water,1976,6,3,6/3/76,12:45:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007563,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,1.3,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600032,Sample-Routine,Water,Surface Water,1976,6,3,6/3/76,12:45:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007564,,,Nitrate,Total,5.5,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600032,Sample-Routine,Water,Surface Water,1976,6,3,6/3/76,12:45:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007565,,,Kjeldahl nitrogen,Total,0.94,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600032,Sample-Routine,Water,Surface Water,1976,6,3,6/3/76,12:45:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007566,,,Inorganic nitrogen (nitrate and nitrite),Total,0.31,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600032,Sample-Routine,Water,Surface Water,1976,6,3,6/3/76,12:45:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007567,,,Phosphorus,Total,0.15,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600032,Sample-Routine,Water,Surface Water,1976,6,3,6/3/76,12:45:00,CDT,,,,,,,,,,,,,,,USGS-02490193,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007585,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,5.5,mg/l NO3,mg/l NO3,,Historical,,Actual,,,,,,,,,,,71887,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600014,Sample-Routine,Water,Surface Water,1976,4,15,4/15/76,12:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006901,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,0.74,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600014,Sample-Routine,Water,Surface Water,1976,4,15,4/15/76,12:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006902,,,Organic Nitrogen,Total,0.57,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,605,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600014,Sample-Routine,Water,Surface Water,1976,4,15,4/15/76,12:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006903,,,Ammonia and ammonium,Total,0.07,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600014,Sample-Routine,Water,Surface Water,1976,4,15,4/15/76,12:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006904,,,Nitrite,Total,0.01,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600014,Sample-Routine,Water,Surface Water,1976,4,15,4/15/76,12:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006905,,,Nitrate,Total,0.09,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600014,Sample-Routine,Water,Surface Water,1976,4,15,4/15/76,12:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006906,,,Kjeldahl nitrogen,Total,0.64,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600014,Sample-Routine,Water,Surface Water,1976,4,15,4/15/76,12:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006907,,,Inorganic nitrogen (nitrate and nitrite),Total,0.1,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600014,Sample-Routine,Water,Surface Water,1976,4,15,4/15/76,12:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006908,,,Phosphorus,Total,0.07,mg/l as P,mg/l as P,,Historical,,Actual,,,,,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600014,Sample-Routine,Water,Surface Water,1976,4,15,4/15/76,12:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006957,,,Ammonia and ammonium,Total,0.09,mg/l NH4,mg/l NH4,,Historical,,Actual,,,,,,,,,,,71845,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600014,Sample-Routine,Water,Surface Water,1976,4,15,4/15/76,12:00:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11006958,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,3.3,mg/l NO3,mg/l NO3,,Historical,,Actual,,,,,,,,,,,71887,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600017,Sample-Routine,Water,Surface Water,1976,6,3,6/3/76,11:30:00,CDT,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007010,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,0.81,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.97600017,Sample-Routine,Water,Surface Water,1976,6,3,6/3/76,11:30:00,CDT,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-11007011,,,Kjeldahl nitrogen,Total,0.51,mg/l as N,mg/l as N,,Historical,,Actual,,,,,,,,,,,625,,,,,,,,,,,,,,,,,,,,,,,NWIS
