OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,YearCollected,MonthCollected,DayCollected,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,Measure,ResultSampleFractionText,Result,Unit,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600008,Sample-Routine,Water,Surface Water,1965,12,20,12/20/65,,,12/23/65,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632373,,,pH,Total,6.7,std units,,Historical,,Actual,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600008,Sample-Routine,Water,Surface Water,1965,12,20,12/20/65,,,12/23/65,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632375,,,Alkalinity,Total,9,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600008,Sample-Routine,Water,Surface Water,1965,12,20,12/20/65,,,12/23/65,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632379,,,"Hardness, Ca, Mg",,12,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600008,Sample-Routine,Water,Surface Water,1965,12,20,12/20/65,,,12/23/65,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632380,,,"Hardness, non-carbonate",Total,3,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600008,Sample-Routine,Water,Surface Water,1965,12,20,12/20/65,,,12/23/65,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632384,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.8,None,,Historical,,Actual,,,,,,,,,,,931,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600008,Sample-Routine,Water,Surface Water,1965,12,20,12/20/65,,,12/23/65,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632391,,,Stream flow,,152,m3/sec,,Historical,Mean,Actual,,1 Day,,,,,,,,,30208,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600008,Sample-Routine,Water,Surface Water,1965,12,20,12/20/65,,,12/23/65,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632392,,,Total dissolved solids,Dissolved,53,mg/l,,Historical,,Actual,,,180 deg C,,,,,,,,70300,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600008,Sample-Routine,Water,Surface Water,1965,12,20,12/20/65,,,12/23/65,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632393,,,Total dissolved solids,Dissolved,39,mg/l,,Historical,,Actual,,,,,,,,,,,70301,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600008,Sample-Routine,Water,Surface Water,1965,12,20,12/20/65,,,12/23/65,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632394,,,Total dissolved solids,Dissolved,770,tons/day,,Historical,,Actual,,,,,,,,,,,70302,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600008,Sample-Routine,Water,Surface Water,1965,12,20,12/20/65,,,12/23/65,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632395,,,Total dissolved solids,Dissolved,0.05,tons/ac ft,,Historical,,Actual,,,,,,,,,,,70303,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653807,,,Stream flow,,3490,ft3/s,,Historical,Mean,Actual,,1 Day,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653808,,,Color,Dissolved,15,PCU,,Historical,,Actual,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653809,,,Specific conductance,Total,69,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653810,,,"Acidity, (H+)",Total,0.00051,mg/l,,Historical,,Actual,,,,,,,,,,,191,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653811,,,pH,Total,6.3,std units,,Historical,,Actual,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653813,,,Alkalinity,Total,6,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653817,,,"Hardness, Ca, Mg",,13,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653818,,,"Hardness, non-carbonate",Total,6,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653822,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.8,None,,Historical,,Actual,,,,,,,,,,,931,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653829,,,Stream flow,,99,m3/sec,,Historical,Mean,Actual,,1 Day,,,,,,,,,30208,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653830,,,Total dissolved solids,Dissolved,49,mg/l,,Historical,,Actual,,,180 deg C,,,,,,,,70300,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653831,,,Total dissolved solids,Dissolved,45,mg/l,,Historical,,Actual,,,,,,,,,,,70301,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653832,,,Total dissolved solids,Dissolved,462,tons/day,,Historical,,Actual,,,,,,,,,,,70302,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700027,Sample-Routine,Water,Surface Water,1967,3,21,3/21/67,,,3/31/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653833,,,Total dissolved solids,Dissolved,0.06,tons/ac ft,,Historical,,Actual,,,,,,,,,,,70303,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600021,Sample-Routine,Water,Surface Water,1966,4,6,4/6/66,10:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632693,,,pH,Total,6,std units,,Historical,,Actual,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600021,Sample-Routine,Water,Surface Water,1966,4,6,4/6/66,10:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632690,,,Color,Dissolved,5,PCU,,Historical,,Actual,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600021,Sample-Routine,Water,Surface Water,1966,4,6,4/6/66,10:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632691,,,Specific conductance,Total,77,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600021,Sample-Routine,Water,Surface Water,1966,4,6,4/6/66,10:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632692,,,"Acidity, (H+)",Total,0.00101,mg/l,,Historical,,Actual,,,,,,,,,,,191,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600021,Sample-Routine,Water,Surface Water,1966,4,6,4/6/66,10:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632695,,,Alkalinity,Total,10,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600021,Sample-Routine,Water,Surface Water,1966,4,6,4/6/66,10:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632699,,,"Hardness, Ca, Mg",,18,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600021,Sample-Routine,Water,Surface Water,1966,4,6,4/6/66,10:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632700,,,"Hardness, non-carbonate",Total,8,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600021,Sample-Routine,Water,Surface Water,1966,4,6,4/6/66,10:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632704,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.7,None,,Historical,,Actual,,,,,,,,,,,931,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600021,Sample-Routine,Water,Surface Water,1966,4,6,4/6/66,10:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632717,,,Total dissolved solids,Dissolved,45,mg/l,,Historical,,Actual,,,180 deg C,,,,,,,,70300,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600021,Sample-Routine,Water,Surface Water,1966,4,6,4/6/66,10:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632718,,,Total dissolved solids,Dissolved,45,mg/l,,Historical,,Actual,,,,,,,,,,,70301,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600021,Sample-Routine,Water,Surface Water,1966,4,6,4/6/66,10:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632719,,,Total dissolved solids,Dissolved,0.06,tons/ac ft,,Historical,,Actual,,,,,,,,,,,70303,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632851,,,Stream flow,,27900,ft3/s,,Historical,Mean,Actual,,1 Day,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632852,,,Color,Dissolved,50,PCU,,Historical,,Actual,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632853,,,Specific conductance,Total,59,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632854,,,"Acidity, (H+)",Total,0.0004,mg/l,,Historical,,Actual,,,,,,,,,,,191,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632855,,,pH,Total,6.4,std units,,Historical,,Actual,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632857,,,Alkalinity,Total,11,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632861,,,"Hardness, Ca, Mg",,16,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632862,,,"Hardness, non-carbonate",Total,5,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632866,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.5,None,,Historical,,Actual,,,,,,,,,,,931,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632873,,,Stream flow,,790,m3/sec,,Historical,Mean,Actual,,1 Day,,,,,,,,,30208,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632874,,,Total dissolved solids,Dissolved,45,mg/l,,Historical,,Actual,,,180 deg C,,,,,,,,70300,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632875,,,Total dissolved solids,Dissolved,38,mg/l,,Historical,,Actual,,,,,,,,,,,70301,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632876,,,Total dissolved solids,Dissolved,3390,tons/day,,Historical,,Actual,,,,,,,,,,,70302,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600028,Sample-Routine,Water,Surface Water,1966,5,1,5/1/66,,,5/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632877,,,Total dissolved solids,Dissolved,0.05,tons/ac ft,,Historical,,Actual,,,,,,,,,,,70303,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600017,Sample-Routine,Water,Surface Water,1966,3,1,3/1/66,12:00:00,CST,3/10/66,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632577,,,Color,Dissolved,30,PCU,,Historical,,Actual,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600017,Sample-Routine,Water,Surface Water,1966,3,1,3/1/66,12:00:00,CST,3/10/66,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632578,,,Specific conductance,Total,46,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600017,Sample-Routine,Water,Surface Water,1966,3,1,3/1/66,12:00:00,CST,3/10/66,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632579,,,"Acidity, (H+)",Total,0.0002,mg/l,,Historical,,Actual,,,,,,,,,,,191,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600017,Sample-Routine,Water,Surface Water,1966,3,1,3/1/66,12:00:00,CST,3/10/66,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632580,,,pH,Total,6.7,std units,,Historical,,Actual,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600017,Sample-Routine,Water,Surface Water,1966,3,1,3/1/66,12:00:00,CST,3/10/66,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632582,,,Alkalinity,Total,8,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600017,Sample-Routine,Water,Surface Water,1966,3,1,3/1/66,12:00:00,CST,3/10/66,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632586,,,"Hardness, Ca, Mg",,12,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600017,Sample-Routine,Water,Surface Water,1966,3,1,3/1/66,12:00:00,CST,3/10/66,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632587,,,"Hardness, non-carbonate",Total,4,mg/l CaCO3,,Historical,,Actual,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600017,Sample-Routine,Water,Surface Water,1966,3,1,3/1/66,12:00:00,CST,3/10/66,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632591,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.5,None,,Historical,,Actual,,,,,,,,,,,931,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600017,Sample-Routine,Water,Surface Water,1966,3,1,3/1/66,12:00:00,CST,3/10/66,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632598,,,Total dissolved solids,Dissolved,39,mg/l,,Historical,,Actual,,,180 deg C,,,,,,,,70300,,,,,,,,,,,,,,,,,,,,,,,NWIS
