OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,YearCollected,MonthCollected,DayCollected,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,Measure,ResultSampleFractionText,Result,Unit,FullUnit,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600046,Sample-Routine,Water,Surface Water,1966,9,1,9/1/66,,,9/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10633298,,,Silica,Dissolved,9.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600046,Sample-Routine,Water,Surface Water,1966,9,1,9/1/66,,,9/10/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10633305,,,Iron,Total,10,ug/l,ug/l,,Historical,,Actual,,,,,,,,,,,71885,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700042,Sample-Routine,Water,Surface Water,1967,7,13,7/13/67,,,7/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10654232,,,Carbon dioxide,Total,8,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700042,Sample-Routine,Water,Surface Water,1967,7,13,7/13/67,,,7/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10654234,,,Bicarbonate,Total,10,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700042,Sample-Routine,Water,Surface Water,1967,7,13,7/13/67,,,7/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10654235,,,Carbonate,Total,0,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700042,Sample-Routine,Water,Surface Water,1967,7,13,7/13/67,,,7/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10654239,,,Calcium,Dissolved,5.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700042,Sample-Routine,Water,Surface Water,1967,7,13,7/13/67,,,7/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10654240,,,Magnesium,Dissolved,1.7,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700042,Sample-Routine,Water,Surface Water,1967,7,13,7/13/67,,,7/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10654241,,,Sodium,Dissolved,6.4,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700042,Sample-Routine,Water,Surface Water,1967,7,13,7/13/67,,,7/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10654243,,,Sodium_percent total cations,,39,%,%,,Historical,,Actual,,,,,,,,,,,932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700042,Sample-Routine,Water,Surface Water,1967,7,13,7/13/67,,,7/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10654244,,,Potassium,Dissolved,1.5,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700042,Sample-Routine,Water,Surface Water,1967,7,13,7/13/67,,,7/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10654245,,,Chloride,Dissolved,8.6,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700042,Sample-Routine,Water,Surface Water,1967,7,13,7/13/67,,,7/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10654246,,,Sulfate,Dissolved,13,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,945,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700042,Sample-Routine,Water,Surface Water,1967,7,13,7/13/67,,,7/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10654247,,,Fluoride,Dissolved,0.3,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700042,Sample-Routine,Water,Surface Water,1967,7,13,7/13/67,,,7/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10654248,,,Silica,Dissolved,6.3,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700042,Sample-Routine,Water,Surface Water,1967,7,13,7/13/67,,,7/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10654255,,,Iron,Total,20,ug/l,ug/l,,Historical,,Actual,,,,,,,,,,,71885,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700032,Sample-Routine,Water,Surface Water,1967,5,1,5/1/67,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653957,,,Carbon dioxide,Total,0.9,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700032,Sample-Routine,Water,Surface Water,1967,5,1,5/1/67,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653959,,,Bicarbonate,Total,9,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700032,Sample-Routine,Water,Surface Water,1967,5,1,5/1/67,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653960,,,Carbonate,Total,0,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700032,Sample-Routine,Water,Surface Water,1967,5,1,5/1/67,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653963,,,Calcium,Dissolved,3.7,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700032,Sample-Routine,Water,Surface Water,1967,5,1,5/1/67,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653964,,,Magnesium,Dissolved,0.7,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700032,Sample-Routine,Water,Surface Water,1967,5,1,5/1/67,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653965,,,Sodium,Dissolved,7.6,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700032,Sample-Routine,Water,Surface Water,1967,5,1,5/1/67,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653967,,,Sodium_percent total cations,,54,%,%,,Historical,,Actual,,,,,,,,,,,932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700032,Sample-Routine,Water,Surface Water,1967,5,1,5/1/67,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653968,,,Potassium,Dissolved,1.6,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700032,Sample-Routine,Water,Surface Water,1967,5,1,5/1/67,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653969,,,Sulfate,Dissolved,7,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,945,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700032,Sample-Routine,Water,Surface Water,1967,5,1,5/1/67,12:00:00,CDT,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653970,,,Silica,Dissolved,8.9,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600031,Sample-Routine,Water,Surface Water,1966,5,21,5/21/66,,,5/31/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632946,,,Carbon dioxide,Total,22,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600031,Sample-Routine,Water,Surface Water,1966,5,21,5/21/66,,,5/31/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632948,,,Bicarbonate,Total,14,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600031,Sample-Routine,Water,Surface Water,1966,5,21,5/21/66,,,5/31/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632949,,,Carbonate,Total,0,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600031,Sample-Routine,Water,Surface Water,1966,5,21,5/21/66,,,5/31/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632953,,,Calcium,Dissolved,5.3,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600031,Sample-Routine,Water,Surface Water,1966,5,21,5/21/66,,,5/31/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632954,,,Magnesium,Dissolved,0.9,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600031,Sample-Routine,Water,Surface Water,1966,5,21,5/21/66,,,5/31/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632955,,,Sodium,Dissolved,3.8,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600031,Sample-Routine,Water,Surface Water,1966,5,21,5/21/66,,,5/31/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632957,,,Sodium_percent total cations,,31,%,%,,Historical,,Actual,,,,,,,,,,,932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600031,Sample-Routine,Water,Surface Water,1966,5,21,5/21/66,,,5/31/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632958,,,Potassium,Dissolved,1.4,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600031,Sample-Routine,Water,Surface Water,1966,5,21,5/21/66,,,5/31/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632959,,,Chloride,Dissolved,4.9,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600031,Sample-Routine,Water,Surface Water,1966,5,21,5/21/66,,,5/31/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632960,,,Sulfate,Dissolved,6.8,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,945,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600031,Sample-Routine,Water,Surface Water,1966,5,21,5/21/66,,,5/31/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632961,,,Fluoride,Dissolved,0,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600031,Sample-Routine,Water,Surface Water,1966,5,21,5/21/66,,,5/31/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632962,,,Silica,Dissolved,6.1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96600031,Sample-Routine,Water,Surface Water,1966,5,21,5/21/66,,,5/31/66,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10632969,,,Iron,Total,160,ug/l,ug/l,,Historical,,Actual,,,,,,,,,,,71885,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700030,Sample-Routine,Water,Surface Water,1967,4,14,4/14/67,,,4/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653899,,,Carbon dioxide,Total,3.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700030,Sample-Routine,Water,Surface Water,1967,4,14,4/14/67,,,4/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653901,,,Bicarbonate,Total,8,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700030,Sample-Routine,Water,Surface Water,1967,4,14,4/14/67,,,4/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653902,,,Carbonate,Total,0,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700030,Sample-Routine,Water,Surface Water,1967,4,14,4/14/67,,,4/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653906,,,Calcium,Dissolved,2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700030,Sample-Routine,Water,Surface Water,1967,4,14,4/14/67,,,4/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653907,,,Magnesium,Dissolved,1.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700030,Sample-Routine,Water,Surface Water,1967,4,14,4/14/67,,,4/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653908,,,Sodium,Dissolved,5.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700030,Sample-Routine,Water,Surface Water,1967,4,14,4/14/67,,,4/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653910,,,Sodium_percent total cations,,49,%,%,,Historical,,Actual,,,,,,,,,,,932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700030,Sample-Routine,Water,Surface Water,1967,4,14,4/14/67,,,4/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653911,,,Potassium,Dissolved,1.4,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700030,Sample-Routine,Water,Surface Water,1967,4,14,4/14/67,,,4/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653912,,,Chloride,Dissolved,6.4,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700030,Sample-Routine,Water,Surface Water,1967,4,14,4/14/67,,,4/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653913,,,Sulfate,Dissolved,6,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,945,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700030,Sample-Routine,Water,Surface Water,1967,4,14,4/14/67,,,4/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653914,,,Fluoride,Dissolved,0.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700030,Sample-Routine,Water,Surface Water,1967,4,14,4/14/67,,,4/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653915,,,Silica,Dissolved,8.4,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96700030,Sample-Routine,Water,Surface Water,1967,4,14,4/14/67,,,4/20/67,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10653922,,,Iron,Total,150,ug/l,ug/l,,Historical,,Actual,,,,,,,,,,,71885,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96800006,Sample-Routine,Water,Surface Water,1968,2,29,2/29/68,15:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10678685,,,Carbon dioxide,Total,32,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96800006,Sample-Routine,Water,Surface Water,1968,2,29,2/29/68,15:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10678687,,,Bicarbonate,Total,10,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96800006,Sample-Routine,Water,Surface Water,1968,2,29,2/29/68,15:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10678688,,,Carbonate,Total,0,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96800006,Sample-Routine,Water,Surface Water,1968,2,29,2/29/68,15:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10678692,,,Calcium,Dissolved,4.2,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96800006,Sample-Routine,Water,Surface Water,1968,2,29,2/29/68,15:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10678693,,,Magnesium,Dissolved,1.3,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96800006,Sample-Routine,Water,Surface Water,1968,2,29,2/29/68,15:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10678694,,,Sodium,Dissolved,7.1,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96800006,Sample-Routine,Water,Surface Water,1968,2,29,2/29/68,15:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10678696,,,Sodium_percent total cations,,48,%,%,,Historical,,Actual,,,,,,,,,,,932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96800006,Sample-Routine,Water,Surface Water,1968,2,29,2/29/68,15:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10678697,,,Potassium,Dissolved,0.7,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-LA,USGS Louisiana Water Science Center,nwisla.01.96800006,Sample-Routine,Water,Surface Water,1968,2,29,2/29/68,15:45:00,CST,,,,,,,,,,,,,,,USGS-02489500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-10678698,,,Chloride,Dissolved,8.8,mg/l,mg/l,,Historical,,Actual,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,NWIS
